level_0,index,Date,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindSpeed9am,Humidity9am,Cloud9am,RainToday,RainTomorrow,AverageTemp,day_of_week,month,index,Rainfall_prev,Evaporation_prev,Sunshine_prev,WindGustSpeed_prev,WindSpeed9am_prev,Humidity9am_prev,Cloud9am_prev,RainToday_prev,AverageTemp_prev,WindGustDir_N,WindGustDir_S,WindGustDir_E,WindGustDir_W,index,Location_Changi,Location_Sentosa,Location_Tuas,Location_Woodlands,Pressure9am_HIGH,Pressure9am_LOW,Pressure9am_MED
82,10461,2008-09-21,0.4,5.2,10.4,NNE,35.0,7.0,56.0,1.0,0,0,31.9,6,9,82,0.2857142857142857,4.019047619047619,7.1571428571428575,29.0,5.285714285714286,68.57142857142857,4.0,0.0,31.057142857142853,1,0,1,0,82,1.0,0.0,0.0,0.0,0.0,0.0,1.0
83,6377,2008-09-22,0.0,5.4,9.5,NNE,35.0,9.0,69.0,2.0,0,0,31.9,0,9,83,0.14285714285714285,3.904761904761905,7.128571428571428,30.0,6.285714285714286,68.14285714285714,4.142857142857143,0.0,31.2,1,0,1,0,83,1.0,0.0,0.0,0.0,0.0,0.0,1.0
84,5930,2008-09-23,0.0,6.4,7.8,NW,31.0,9.0,56.0,1.0,0,0,31.5,1,9,84,0.14285714285714285,4.133333333333334,6.771428571428572,29.714285714285715,7.285714285714286,67.42857142857143,4.142857142857143,0.0,31.228571428571428,1,0,0,1,84,1.0,0.0,0.0,0.0,0.0,0.0,1.0
85,10589,2008-09-24,0.0,6.8,-1.2,SSE,44.0,13.0,73.0,7.0,0,0,30.6,2,9,85,0.14285714285714285,4.428571428571429,6.1000000000000005,31.714285714285715,7.285714285714286,68.85714285714286,4.142857142857143,0.0,31.257142857142856,0,1,1,0,85,1.0,0.0,0.0,0.0,1.0,0.0,0.0
86,2878,2008-09-25,0.0,5.0,10.1,ESE,43.0,19.0,45.0,1.0,0,0,29.7,3,9,86,0.14285714285714285,4.885714285714286,7.542857142857144,35.0,10.0,65.28571428571429,3.142857142857143,0.0,31.271428571428572,0,1,1,0,86,1.0,0.0,0.0,0.0,1.0,0.0,0.0
87,7082,2008-09-26,0.0,7.2,11.3,E,30.0,9.0,48.0,1.0,0,0,29.6,4,9,87,0.08571428571428573,5.542857142857144,8.27142857142857,35.57142857142857,10.285714285714286,60.0,2.2857142857142856,0.0,31.0,0,0,1,0,87,1.0,0.0,0.0,0.0,1.0,0.0,0.0
88,7865,2008-09-27,0.0,5.4,11.1,ENE,24.0,7.0,61.0,1.0,0,0,29.8,5,9,88,0.05714285714285715,5.9142857142857155,8.428571428571429,34.57142857142857,10.428571428571429,58.285714285714285,2.0,0.0,30.714285714285715,1,0,1,0,88,1.0,0.0,0.0,0.0,1.0,0.0,0.0
89,2158,2008-09-28,0.0,4.0,-11.1,NNE,26.0,7.0,57.0,0.0,0,0,30.2,6,9,89,0.0,5.742857142857143,5.357142857142857,33.285714285714285,10.428571428571429,58.42857142857143,1.8571428571428572,0.0,30.47142857142857,1,0,1,0,89,1.0,0.0,0.0,0.0,0.0,0.0,1.0
90,4127,2008-09-29,0.0,5.6,10.7,SE,31.0,7.0,55.0,0.0,0,0,32.8,0,9,90,0.0,5.771428571428572,5.528571428571429,32.714285714285715,10.142857142857142,56.42857142857143,1.5714285714285714,0.0,30.599999999999998,0,1,1,0,90,1.0,0.0,0.0,0.0,0.0,0.0,1.0
91,4233,2008-09-30,0.0,6.8,-10.5,ESE,30.0,13.0,55.0,4.0,0,0,30.7,1,9,91,0.0,5.828571428571428,2.914285714285714,32.57142857142857,10.714285714285714,56.285714285714285,2.0,0.0,30.485714285714288,0,1,1,0,91,1.0,0.0,0.0,0.0,0.0,0.0,1.0
92,7694,2008-10-01,0.0,6.2,-9.7,E,31.0,13.0,59.0,7.0,0,0,30.3,2,10,92,0.0,5.742857142857143,1.7,30.714285714285715,10.714285714285714,54.285714285714285,2.0,0.0,30.442857142857147,0,0,1,0,92,1.0,0.0,0.0,0.0,1.0,0.0,0.0
93,2355,2008-10-02,0.0,6.8,7.6,NNE,30.0,9.0,56.0,7.0,0,0,30.5,3,10,93,0.0,6.0,1.342857142857143,28.857142857142858,9.285714285714286,55.857142857142854,2.857142857142857,0.0,30.557142857142853,1,0,1,0,93,1.0,0.0,0.0,0.0,1.0,0.0,0.0
94,5247,2008-10-03,0.0,5.8,10.8,N,35.0,13.0,52.0,2.0,0,0,30.8,4,10,94,0.0,5.799999999999999,1.2714285714285716,29.571428571428573,9.857142857142858,56.42857142857143,3.0,0.0,30.728571428571428,1,0,0,0,94,1.0,0.0,0.0,0.0,1.0,0.0,0.0
95,922,2008-10-04,0.0,7.0,11.3,NE,33.0,11.0,52.0,1.0,0,0,31.0,5,10,95,0.0,6.028571428571428,1.3000000000000003,30.857142857142858,10.428571428571429,55.142857142857146,3.0,0.0,30.9,1,0,1,0,95,1.0,0.0,0.0,0.0,0.0,0.0,1.0
96,8654,2008-10-05,0.0,6.6,10.3,ENE,31.0,7.0,57.0,1.0,0,0,31.4,6,10,96,0.0,6.3999999999999995,4.357142857142858,31.571428571428573,10.428571428571429,55.142857142857146,3.142857142857143,0.0,31.071428571428573,1,0,1,0,96,1.0,0.0,0.0,0.0,0.0,0.0,1.0
97,6637,2008-10-06,0.0,8.2,10.5,NW,39.0,15.0,50.0,1.0,0,0,32.6,0,10,97,0.0,6.771428571428572,4.328571428571429,32.714285714285715,11.571428571428571,54.42857142857143,3.2857142857142856,0.0,31.04285714285714,1,0,0,1,97,1.0,0.0,0.0,0.0,0.0,0.0,1.0
98,11050,2008-10-07,0.0,5.8,11.6,E,31.0,13.0,46.0,1.0,0,0,31.1,1,10,98,0.0,6.628571428571428,7.485714285714287,32.857142857142854,11.571428571428571,53.142857142857146,2.857142857142857,0.0,31.099999999999998,0,0,1,0,98,1.0,0.0,0.0,0.0,0.0,0.0,1.0
99,7566,2008-10-08,0.0,8.2,11.0,W,28.0,15.0,32.0,1.0,0,0,31.5,2,10,99,0.0,6.9142857142857155,10.442857142857141,32.42857142857143,11.857142857142858,49.285714285714285,2.0,0.0,31.27142857142857,0,0,0,1,99,1.0,0.0,0.0,0.0,0.0,0.0,1.0
100,3580,2008-10-09,0.0,10.6,-5.9,ESE,35.0,19.0,50.0,7.0,0,1,31.0,3,10,100,0.0,7.457142857142856,8.514285714285716,33.142857142857146,13.285714285714286,48.42857142857143,2.0,0.0,31.342857142857138,0,1,1,0,100,1.0,0.0,0.0,0.0,1.0,0.0,0.0
101,7847,2008-10-10,22.6,4.0,0.0,E,26.0,2.0,87.0,8.0,1,1,29.6,4,10,101,3.2285714285714286,7.2,6.971428571428571,31.857142857142858,11.714285714285714,53.42857142857143,2.857142857142857,0.14285714285714285,31.17142857142857,0,0,1,0,101,1.0,0.0,0.0,0.0,1.0,0.0,0.0
102,1362,2008-10-11,7.6,1.4,0.0,NE,24.0,9.0,85.0,8.0,1,1,29.5,5,10,102,4.314285714285715,6.3999999999999995,5.357142857142857,30.571428571428573,11.428571428571429,58.142857142857146,3.857142857142857,0.2857142857142857,30.957142857142856,1,0,1,0,102,1.0,0.0,0.0,0.0,1.0,0.0,0.0
103,2207,2008-10-12,2.0,1.8,1.4,E,20.0,6.0,77.0,7.0,1,1,30.1,6,10,103,4.6000000000000005,5.714285714285714,4.085714285714285,29.0,11.285714285714286,61.0,4.714285714285714,0.42857142857142855,30.771428571428572,0,0,1,0,103,1.0,0.0,0.0,0.0,1.0,0.0,0.0
104,2524,2008-10-13,1.2,2.2,-9.4,NE,30.0,9.0,72.0,5.0,1,0,30.6,0,10,104,4.771428571428571,4.857142857142857,1.2428571428571427,27.714285714285715,10.428571428571429,64.14285714285714,5.285714285714286,0.5714285714285714,30.485714285714288,1,0,1,0,104,1.0,0.0,0.0,0.0,1.0,0.0,0.0
105,1332,2008-10-14,0.0,5.0,10.7,N,30.0,7.0,61.0,3.0,0,0,31.5,1,10,105,4.771428571428571,4.742857142857143,1.114285714285714,27.571428571428573,9.571428571428571,66.28571428571429,5.571428571428571,0.5714285714285714,30.542857142857144,1,0,0,0,105,1.0,0.0,0.0,0.0,1.0,0.0,0.0
106,5623,2008-10-15,0.2,6.2,9.1,E,35.0,7.0,62.0,6.0,0,1,31.9,2,10,106,4.8,4.457142857142857,0.8428571428571426,28.571428571428573,8.428571428571429,70.57142857142857,6.285714285714286,0.5714285714285714,30.6,0,0,1,0,106,1.0,0.0,0.0,0.0,0.0,0.0,1.0
107,5636,2008-10-16,14.4,5.6,4.7,SE,41.0,19.0,65.0,6.0,1,0,30.6,3,10,107,6.857142857142857,3.7428571428571433,2.357142857142857,29.428571428571427,8.428571428571429,72.71428571428571,6.142857142857143,0.7142857142857143,30.542857142857144,0,1,1,0,107,1.0,0.0,0.0,0.0,0.0,0.0,1.0
108,5748,2008-10-17,0.2,7.2,8.3,ESE,31.0,15.0,54.0,6.0,0,0,30.3,4,10,108,3.6571428571428575,4.2,3.542857142857143,30.142857142857142,10.285714285714286,68.0,5.857142857142857,0.5714285714285714,30.642857142857142,0,1,1,0,108,1.0,0.0,0.0,0.0,1.0,0.0,0.0
109,9608,2008-10-18,0.0,5.2,11.5,E,35.0,9.0,53.0,2.0,0,0,29.6,5,10,109,2.5714285714285716,4.742857142857143,5.185714285714285,31.714285714285715,10.285714285714286,63.42857142857143,5.0,0.42857142857142855,30.657142857142855,0,0,1,0,109,1.0,0.0,0.0,0.0,1.0,0.0,0.0
110,5684,2008-10-19,0.0,8.2,11.4,ENE,28.0,7.0,58.0,2.0,0,0,29.7,6,10,110,2.2857142857142856,5.657142857142857,6.614285714285715,32.857142857142854,10.428571428571429,60.714285714285715,4.285714285714286,0.2857142857142857,30.599999999999998,1,0,1,0,110,1.0,0.0,0.0,0.0,1.0,0.0,0.0
111,146,2008-10-20,0.0,5.6,11.4,NE,28.0,2.0,58.0,2.0,0,0,30.3,0,10,111,2.1142857142857143,6.1428571428571415,9.585714285714285,32.57142857142857,9.428571428571429,58.714285714285715,3.857142857142857,0.14285714285714285,30.557142857142857,1,0,1,0,111,1.0,0.0,0.0,0.0,1.0,0.0,0.0
112,35,2008-10-21,0.0,6.4,11.1,NNW,33.0,11.0,55.0,1.0,0,1,30.9,1,10,112,2.1142857142857143,6.342857142857143,9.642857142857142,33.0,10.0,57.857142857142854,3.5714285714285716,0.14285714285714285,30.47142857142857,1,0,0,1,112,1.0,0.0,0.0,0.0,0.0,0.0,1.0
113,11119,2008-10-22,6.6,7.4,-9.4,ENE,37.0,7.0,58.0,7.0,1,0,31.3,2,10,113,3.0285714285714285,6.514285714285714,7.0,33.285714285714285,10.0,57.285714285714285,3.7142857142857144,0.2857142857142857,30.385714285714283,1,0,1,0,113,1.0,0.0,0.0,0.0,0.0,0.0,1.0
114,7757,2008-10-23,0.0,7.0,12.8,ENE,35.0,13.0,34.0,1.0,0,0,29.2,3,10,114,0.9714285714285714,6.714285714285714,8.157142857142857,32.42857142857143,9.142857142857142,52.857142857142854,3.0,0.14285714285714285,30.185714285714287,1,0,1,0,114,1.0,0.0,0.0,0.0,0.0,0.0,1.0
115,9316,2008-10-24,0.0,5.6,12.4,S,30.0,11.0,44.0,1.0,0,0,29.9,4,10,115,0.9428571428571428,6.485714285714285,8.742857142857142,32.285714285714285,8.571428571428571,51.42857142857143,2.2857142857142856,0.14285714285714285,30.128571428571426,0,1,0,0,115,1.0,0.0,0.0,0.0,0.0,0.0,1.0
116,180,2008-10-25,0.0,6.8,10.5,ESE,31.0,6.0,54.0,4.0,0,0,30.3,5,10,116,0.9428571428571428,6.714285714285714,8.6,31.714285714285715,8.142857142857142,51.57142857142857,2.5714285714285716,0.14285714285714285,30.228571428571428,0,1,1,0,116,1.0,0.0,0.0,0.0,0.0,0.0,1.0
117,7046,2008-10-26,0.0,4.8,10.2,ENE,31.0,7.0,57.0,3.0,0,0,30.6,6,10,117,0.9428571428571428,6.228571428571428,8.428571428571429,32.142857142857146,8.142857142857142,51.42857142857143,2.7142857142857144,0.14285714285714285,30.357142857142858,1,0,1,0,117,1.0,0.0,0.0,0.0,0.0,0.0,1.0
118,11239,2008-10-27,0.0,7.0,9.3,NE,28.0,7.0,52.0,7.0,0,0,30.1,0,10,118,0.9428571428571428,6.428571428571429,8.128571428571428,32.142857142857146,8.857142857142858,50.57142857142857,3.4285714285714284,0.14285714285714285,30.32857142857143,1,0,1,0,118,1.0,0.0,0.0,0.0,1.0,0.0,0.0
119,435,2008-10-28,0.0,5.6,12.4,ESE,30.0,6.0,52.0,2.0,0,0,30.6,1,10,119,0.9428571428571428,6.314285714285714,8.314285714285715,31.714285714285715,8.142857142857142,50.142857142857146,3.5714285714285716,0.14285714285714285,30.285714285714285,0,1,1,0,119,1.0,0.0,0.0,0.0,1.0,0.0,0.0
120,5963,2008-10-29,0.0,7.4,11.5,ENE,28.0,6.0,52.0,3.0,0,0,30.9,2,10,120,0.0,6.314285714285714,11.3,30.428571428571427,8.0,49.285714285714285,3.0,0.0,30.22857142857143,1,0,1,0,120,1.0,0.0,0.0,0.0,0.0,0.0,1.0
121,921,2008-11-01,0.0,8.2,-9.8,ESE,41.0,7.0,48.0,3.0,0,0,33.1,5,11,121,0.0,6.485714285714286,8.071428571428573,31.285714285714285,7.142857142857143,51.285714285714285,3.2857142857142856,0.0,30.785714285714285,0,1,1,0,121,1.0,0.0,0.0,0.0,0.0,0.0,1.0
122,708,2008-11-02,0.0,7.6,2.5,SSE,24.0,11.0,69.0,8.0,0,0,32.0,6,11,122,0.0,6.7714285714285705,6.6571428571428575,30.428571428571427,7.142857142857143,54.857142857142854,4.285714285714286,0.0,31.08571428571429,0,1,1,0,122,1.0,0.0,0.0,0.0,1.0,0.0,0.0
123,7448,2008-11-03,0.2,5.0,1.2,NW,20.0,9.0,67.0,7.0,0,1,32.4,0,11,123,0.028571428571428574,6.514285714285713,5.328571428571429,28.857142857142858,7.571428571428571,56.714285714285715,4.714285714285714,0.0,31.385714285714283,1,0,0,1,123,1.0,0.0,0.0,0.0,0.0,0.0,1.0
124,7038,2008-11-04,2.8,2.2,9.9,E,37.0,11.0,61.0,6.0,1,0,33.6,1,11,124,0.42857142857142855,6.142857142857143,5.285714285714286,29.714285714285715,8.142857142857142,57.285714285714285,5.142857142857143,0.14285714285714285,31.814285714285717,0,0,1,0,124,1.0,0.0,0.0,0.0,0.0,0.0,1.0
125,1129,2008-11-05,0.0,9.0,0.0,WNW,26.0,7.0,85.0,8.0,0,1,31.8,2,11,125,0.42857142857142855,6.428571428571429,3.9571428571428577,29.428571428571427,8.142857142857142,62.0,5.285714285714286,0.14285714285714285,32.05714285714286,1,0,0,1,125,1.0,0.0,0.0,0.0,0.0,0.0,1.0
126,2449,2008-11-06,23.6,3.0,12.2,E,28.0,11.0,71.0,6.0,1,0,33.3,3,11,126,3.8000000000000003,6.057142857142857,3.9285714285714284,29.142857142857142,8.857142857142858,64.71428571428571,5.857142857142857,0.2857142857142857,32.44285714285714,0,0,1,0,126,1.0,0.0,0.0,0.0,0.0,0.0,1.0
127,6777,2008-11-07,0.0,4.0,11.8,NE,28.0,7.0,68.0,1.0,0,0,33.4,4,11,127,3.8000000000000003,5.571428571428571,3.971428571428571,29.142857142857142,9.0,67.0,5.571428571428571,0.2857142857142857,32.8,1,0,1,0,127,1.0,0.0,0.0,0.0,0.0,0.0,1.0
128,7770,2008-11-08,0.0,6.8,4.3,N,35.0,15.0,65.0,6.0,0,1,34.1,5,11,128,3.8000000000000003,5.371428571428571,5.985714285714286,28.285714285714285,10.142857142857142,69.42857142857143,6.0,0.2857142857142857,32.94285714285714,1,0,0,0,128,1.0,0.0,0.0,0.0,0.0,1.0,0.0
129,5682,2008-11-09,8.6,5.8,0.1,SE,31.0,9.0,70.0,7.0,1,0,31.9,6,11,129,5.028571428571429,5.114285714285714,5.642857142857143,29.285714285714285,9.857142857142858,69.57142857142857,5.857142857142857,0.42857142857142855,32.92857142857143,0,1,1,0,129,1.0,0.0,0.0,0.0,0.0,0.0,1.0
130,6900,2008-11-10,0.0,3.6,12.6,S,39.0,11.0,51.0,6.0,0,0,31.8,0,11,130,5.0,4.914285714285714,7.271428571428571,32.0,10.142857142857142,67.28571428571429,5.714285714285714,0.42857142857142855,32.84285714285714,0,1,0,0,130,1.0,0.0,0.0,0.0,0.0,0.0,1.0
131,4230,2008-11-11,0.0,7.2,10.5,SE,46.0,13.0,65.0,7.0,0,0,31.8,1,11,131,4.6000000000000005,5.628571428571428,7.357142857142857,33.285714285714285,10.428571428571429,67.85714285714286,5.857142857142857,0.2857142857142857,32.58571428571428,0,1,1,0,131,1.0,0.0,0.0,0.0,0.0,0.0,1.0
132,6086,2008-11-12,0.4,7.0,8.1,SE,39.0,11.0,62.0,7.0,0,1,31.9,2,11,132,4.6571428571428575,5.3428571428571425,8.514285714285714,35.142857142857146,11.0,64.57142857142857,5.714285714285714,0.2857142857142857,32.6,0,1,1,0,132,1.0,0.0,0.0,0.0,0.0,0.0,1.0
133,234,2008-11-13,8.8,4.4,11.0,E,43.0,9.0,86.0,7.0,1,0,32.4,3,11,133,2.542857142857143,5.542857142857143,8.342857142857143,37.285714285714285,10.714285714285714,66.71428571428571,5.857142857142857,0.2857142857142857,32.471428571428575,0,0,1,0,133,1.0,0.0,0.0,0.0,0.0,0.0,1.0
134,1606,2008-11-14,1.0,6.6,11.3,ENE,31.0,9.0,75.0,5.0,0,0,32.6,4,11,134,2.685714285714286,5.914285714285714,8.271428571428572,37.714285714285715,11.0,67.71428571428571,6.428571428571429,0.2857142857142857,32.357142857142854,1,0,1,0,134,1.0,0.0,0.0,0.0,0.0,0.0,1.0
135,11650,2008-11-15,0.2,6.8,9.6,ENE,26.0,2.0,62.0,7.0,0,0,33.1,5,11,135,2.7142857142857144,5.9142857142857155,9.028571428571428,36.42857142857143,9.142857142857142,67.28571428571429,6.571428571428571,0.2857142857142857,32.214285714285715,1,0,1,0,135,1.0,0.0,0.0,0.0,0.0,0.0,1.0
136,12705,2008-11-16,0.0,6.4,9.7,SE,48.0,7.0,61.0,3.0,0,1,34.0,6,11,136,1.4857142857142858,6.0,10.4,38.857142857142854,8.857142857142858,66.0,6.0,0.14285714285714285,32.51428571428571,0,1,1,0,136,1.0,0.0,0.0,0.0,0.0,0.0,1.0
137,4419,2008-11-17,31.8,10.2,0.0,SSE,31.0,11.0,74.0,8.0,1,1,31.1,0,11,137,6.028571428571429,6.942857142857142,8.6,37.714285714285715,8.857142857142858,69.28571428571429,6.285714285714286,0.2857142857142857,32.41428571428572,0,1,1,0,137,1.0,0.0,0.0,0.0,0.0,0.0,1.0
138,12626,2008-11-18,14.6,3.4,0.0,E,22.0,7.0,91.0,8.0,1,1,30.5,1,11,138,8.114285714285714,6.4,7.1000000000000005,34.285714285714285,8.0,73.0,6.428571428571429,0.42857142857142855,32.22857142857143,0,0,1,0,138,1.0,0.0,0.0,0.0,0.0,0.0,1.0
139,6139,2008-11-19,77.2,2.8,8.1,NE,28.0,6.0,84.0,8.0,1,1,32.5,2,11,139,19.085714285714285,5.8,7.1000000000000005,32.714285714285715,7.285714285714286,76.14285714285714,6.571428571428571,0.5714285714285714,32.31428571428571,1,0,1,0,139,1.0,0.0,0.0,0.0,0.0,0.0,1.0
140,7447,2008-11-20,79.4,6.2,8.6,W,72.0,6.0,68.0,2.0,1,1,32.7,3,11,140,29.171428571428574,6.057142857142858,6.757142857142857,36.857142857142854,6.857142857142857,73.57142857142857,5.857142857142857,0.5714285714285714,32.35714285714286,0,0,0,1,140,1.0,0.0,0.0,0.0,0.0,1.0,0.0
141,7821,2008-11-21,28.8,7.4,12.0,W,37.0,13.0,64.0,6.0,1,0,33.6,4,11,141,33.142857142857146,6.171428571428572,6.857142857142857,37.714285714285715,7.428571428571429,72.0,6.0,0.7142857142857143,32.5,0,0,0,1,141,1.0,0.0,0.0,0.0,0.0,1.0,0.0
142,353,2008-11-22,0.2,6.8,9.3,W,50.0,19.0,41.0,7.0,0,1,34.5,5,11,142,33.142857142857146,6.171428571428571,6.814285714285715,41.142857142857146,9.857142857142858,69.0,6.0,0.7142857142857143,32.7,0,0,0,1,142,1.0,0.0,0.0,0.0,0.0,1.0,0.0
143,11161,2008-11-23,6.6,13.0,13.2,W,65.0,26.0,27.0,1.0,1,0,31.3,6,11,143,34.08571428571428,7.114285714285714,7.314285714285714,43.57142857142857,12.571428571428571,64.14285714285714,5.714285714285714,0.8571428571428571,32.31428571428572,0,0,0,1,143,1.0,0.0,0.0,0.0,0.0,1.0,0.0
144,562,2008-11-24,0.0,12.0,12.6,NW,37.0,13.0,32.0,0.0,0,0,31.8,0,11,144,29.542857142857144,7.371428571428571,9.114285714285714,44.42857142857143,12.857142857142858,58.142857142857146,4.571428571428571,0.7142857142857143,32.41428571428572,1,0,0,1,144,1.0,0.0,0.0,0.0,0.0,1.0,0.0
145,9194,2008-11-25,0.0,7.8,10.5,ESE,28.0,15.0,53.0,7.0,0,1,32.2,1,11,145,27.45714285714286,8.0,10.614285714285714,45.285714285714285,14.0,52.714285714285715,4.428571428571429,0.5714285714285714,32.65714285714286,0,1,1,0,145,1.0,0.0,0.0,0.0,0.0,0.0,1.0
146,4698,2008-11-26,11.6,9.8,2.8,ENE,30.0,13.0,80.0,7.0,1,1,31.7,2,11,146,18.085714285714285,9.0,9.857142857142858,45.57142857142857,15.0,52.142857142857146,4.285714285714286,0.5714285714285714,32.542857142857144,1,0,1,0,146,1.0,0.0,0.0,0.0,0.0,0.0,1.0
147,956,2008-11-27,25.2,2.2,3.9,NE,26.0,6.0,91.0,8.0,1,1,32.5,3,11,147,10.342857142857143,8.428571428571429,9.185714285714285,39.0,15.0,55.42857142857143,5.142857142857143,0.5714285714285714,32.51428571428571,1,0,1,0,147,1.0,0.0,0.0,0.0,0.0,0.0,1.0
148,303,2008-11-28,2.2,3.2,10.7,ENE,43.0,9.0,67.0,7.0,1,0,33.3,4,11,148,6.542857142857144,7.828571428571429,9.0,39.857142857142854,14.428571428571429,55.857142857142854,5.285714285714286,0.5714285714285714,32.471428571428575,1,0,1,0,148,1.0,0.0,0.0,0.0,0.0,0.0,1.0
149,10576,2008-11-29,0.0,7.2,0.7,WSW,54.0,13.0,68.0,7.0,0,1,34.8,5,11,149,6.514285714285714,7.885714285714286,7.771428571428571,40.42857142857143,13.571428571428571,59.714285714285715,5.285714285714286,0.5714285714285714,32.51428571428571,0,1,0,1,149,1.0,0.0,0.0,0.0,0.0,1.0,0.0
150,6396,2008-11-30,3.4,4.6,-13.5,ESE,48.0,11.0,37.0,1.0,1,0,33.0,6,11,150,6.057142857142857,6.685714285714286,3.957142857142857,38.0,11.428571428571429,61.142857142857146,5.285714285714286,0.5714285714285714,32.75714285714285,0,1,1,0,150,1.0,0.0,0.0,0.0,0.0,1.0,0.0
151,4615,2008-12-01,0.0,7.2,-13.2,S,30.0,4.0,52.0,1.0,0,0,32.8,0,12,151,6.057142857142857,6.0,0.27142857142857124,37.0,10.142857142857142,64.0,5.428571428571429,0.5714285714285714,32.9,0,1,0,0,151,1.0,0.0,0.0,0.0,0.0,0.0,1.0
152,9487,2008-12-02,0.0,7.4,13.2,NE,31.0,6.0,52.0,1.0,0,0,33.1,1,12,152,6.057142857142857,5.942857142857143,0.6571428571428568,37.42857142857143,8.857142857142858,63.857142857142854,4.571428571428571,0.5714285714285714,33.028571428571425,1,0,1,0,152,1.0,0.0,0.0,0.0,0.0,0.0,1.0
153,11369,2008-12-03,0.0,7.0,11.1,WNW,35.0,9.0,60.0,2.0,0,1,33.6,2,12,153,4.4,5.542857142857143,1.8428571428571427,38.142857142857146,8.285714285714286,61.0,3.857142857142857,0.42857142857142855,33.3,1,0,0,1,153,1.0,0.0,0.0,0.0,0.0,0.0,1.0
154,2106,2008-12-04,3.6,7.6,8.1,ESE,39.0,9.0,58.0,2.0,1,1,33.8,3,12,154,1.3142857142857143,6.314285714285714,2.442857142857142,40.0,8.714285714285714,56.285714285714285,3.0,0.42857142857142855,33.48571428571428,0,1,1,0,154,1.0,0.0,0.0,0.0,0.0,0.0,1.0
155,5307,2008-12-05,9.6,5.8,5.5,NNW,28.0,6.0,66.0,6.0,1,1,33.1,4,12,155,2.3714285714285714,6.685714285714286,1.6999999999999995,37.857142857142854,8.285714285714286,56.142857142857146,2.857142857142857,0.42857142857142855,33.457142857142856,1,0,0,1,155,1.0,0.0,0.0,0.0,0.0,0.0,1.0
156,12543,2008-12-06,7.8,5.6,7.2,NW,35.0,4.0,64.0,6.0,1,1,34.6,5,12,156,3.485714285714286,6.457142857142856,2.6285714285714286,35.142857142857146,7.0,55.57142857142857,2.7142857142857144,0.5714285714285714,33.42857142857143,1,0,0,1,156,1.0,0.0,0.0,0.0,0.0,0.0,1.0
157,1084,2008-12-07,12.4,5.4,-5.3,SE,39.0,7.0,68.0,7.0,1,0,34.8,6,12,157,4.771428571428572,6.571428571428571,3.8,33.857142857142854,6.428571428571429,60.0,3.5714285714285716,0.5714285714285714,33.68571428571429,0,1,1,0,157,1.0,0.0,0.0,0.0,0.0,1.0,0.0
158,9370,2008-12-08,0.0,5.2,1.0,ESE,28.0,13.0,58.0,8.0,0,0,32.9,0,12,158,4.771428571428572,6.285714285714286,5.828571428571428,33.57142857142857,7.714285714285714,60.857142857142854,4.571428571428571,0.5714285714285714,33.699999999999996,0,1,1,0,158,1.0,0.0,0.0,0.0,0.0,0.0,1.0
159,1208,2008-12-09,0.2,3.4,11.1,NE,30.0,7.0,63.0,3.0,0,0,32.5,1,12,159,4.8,5.7142857142857135,5.528571428571428,33.42857142857143,7.857142857142857,62.42857142857143,4.857142857142857,0.5714285714285714,33.614285714285714,1,0,1,0,159,1.0,0.0,0.0,0.0,0.0,0.0,1.0
160,2157,2008-12-10,0.6,7.6,11.5,ENE,30.0,9.0,58.0,2.0,0,0,33.9,2,12,160,4.885714285714286,5.8,5.5857142857142845,32.714285714285715,7.857142857142857,62.142857142857146,4.857142857142857,0.5714285714285714,33.65714285714286,1,0,1,0,160,1.0,0.0,0.0,0.0,0.0,0.0,1.0
161,3481,2008-12-11,0.0,8.0,9.6,SSE,44.0,7.0,62.0,1.0,0,1,34.1,3,12,161,4.371428571428572,5.857142857142857,5.799999999999999,33.42857142857143,7.571428571428571,62.714285714285715,4.714285714285714,0.42857142857142855,33.7,0,1,1,0,161,1.0,0.0,0.0,0.0,0.0,1.0,0.0
162,2885,2008-12-12,9.6,5.4,4.1,SSE,26.0,15.0,77.0,8.0,1,0,33.2,4,12,162,4.371428571428572,5.799999999999999,5.6,33.142857142857146,8.857142857142858,64.28571428571429,5.0,0.42857142857142855,33.714285714285715,0,1,1,0,162,1.0,0.0,0.0,0.0,0.0,0.0,1.0
163,10701,2008-12-13,0.0,4.2,7.2,WNW,44.0,11.0,61.0,7.0,0,0,34.8,5,12,163,3.2571428571428576,5.6000000000000005,5.6,34.42857142857143,9.857142857142858,63.857142857142854,5.142857142857143,0.2857142857142857,33.74285714285714,1,0,0,1,163,1.0,0.0,0.0,0.0,0.0,1.0,0.0
164,6736,2008-12-14,0.4,6.2,13.1,W,54.0,17.0,49.0,2.0,0,0,34.5,6,12,164,1.542857142857143,5.714285714285714,8.228571428571428,36.57142857142857,11.285714285714286,61.142857142857146,4.428571428571429,0.14285714285714285,33.699999999999996,0,0,0,1,164,1.0,0.0,0.0,0.0,0.0,1.0,0.0
165,8742,2008-12-15,0.0,11.4,13.3,W,39.0,13.0,33.0,1.0,0,0,33.1,0,12,165,1.542857142857143,6.6000000000000005,9.985714285714284,38.142857142857146,11.285714285714286,57.57142857142857,3.4285714285714284,0.14285714285714285,33.728571428571435,0,0,0,1,165,1.0,0.0,0.0,0.0,0.0,1.0,0.0
